Topic	Doc_ID	Title	words
26	2121	Population-Level Death Rates From Novel Coronavirus (COVID-19) in South Korea.	covid 19 sars cov infection
-1	2122	Gender-Affirming Care Without Walls: Utilization of Telehealth Services by Transgender and Gender Diverse People at a Federally Qualified Health Center	health care study research used
31	2123	A Dynamic Holding Approach to Stabilizing a Bus Line Based on the Q-Learning Algorithm with Multistage Look-Ahead	transit traffic vehicle travel transportation
-1	2124	Esophageal atresia with proximal and distal tracheo-esophageal fistulae	health care study research used
-1	2125	Effects of Resistance Training on the Redox Status of Skeletal Muscle in Older Adults.	health care study research used
-1	2126	Advances in Medical Education, Research, and Ethics - Lessons Learned From the COVID-19 Pandemic and the Implications for Pharmaceutical Graduate Education and Research	health care study research used
11	2127	Constituent Isomerism-Induced Quasicrystal and Frank–Kasper σ Superlattices Based on Nanosized Shape Amphiphiles	films charge hydrogen materials electron
9	2128	High-precision chaotic radial basis function neural network model: Data forecasting for the Earth electromagnetic signal before a strong earthquake	learning network image deep neural
26	2129	Renin-angiotensin System Blocker in COVID-19. A Single Center Study.	covid 19 sars cov infection
26	2130	Comprehensive antibody profiling of mRNA vaccination in children	covid 19 sars cov infection
3	2131	Management of Meloidogyne incognita on cucumber with a new nonfumigant nematicide fluopimomide.	plant plants species isolates cultivars
23	2132	Early Mobilization during ECMO for Cardiopulmonary Failure in Adults: Factors Associated with Intensity of Treatment	pulmonary heart ventricular af ecmo
33	2133	Popcast: A music podcast with unexpected scholarly angles. A review and highlighted episode selection	privacy trust media influence marketing
10	2134	Overlap junctions for superconducting quantum electronics and amplifiers	quantum spin hamiltonian magnetic states
2	2135	Are radicals responsible for the variable deuterium enrichments in chondritic insoluble organic material	mantle rocks zircon ma minerals
24	2136	Evolving Views of Long Noncoding RNAs and Epigenomic Control of Lymphocyte State and Memory.	cell cells cancer tumor survival
-1	2137	An Analytic Framework for Effective Public Health Program Design Using Correctional Facilities	health care study research used
-1	2138	Chronic nicotine increases midbrain dopamine neuron activity and biases individual strategies towards reduced exploration in mice.	health care study research used
-1	2139	Antibiotic Therapy in the Intensive Care Unit.	health care study research used
10	2140	Deterministic quantum logic gates based on optical nonlinearities in controllable cavities	quantum spin hamiltonian magnetic states
9	2141	SACall: a neural network basecaller for Oxford Nanopore sequencing data based on self-attention mechanism.	learning network image deep neural
-1	2142	Adaptive Susceptibility and Heterogeneity in Contagion Models on Networks	health care study research used
8	2143	Isotropic nanocrystalline Sm(Fe,Co)11.3Ti0.7 magnets modified with B and Zr	alloys alloy corrosion grain material
18	2144	Predicting Anastomotic Leak After Elective Colectomy: Utility of a Modified Frailty Index.	urinary stone laparoscopic leak sacrocolpopexy
-1	2145	Russell Donnelly and His Leaks	health care study research used
-1	2146	Optical Scattering Characteristics of 3-D Lunar Regolith Particles Measured Using X-Ray Nano Computed Tomography	health care study research used
0	2147	A class of third-order nonlinear evolution equations admitting invariant subspaces and associated reductions	prove theorem vertex algebra graphs
24	2148	Chromosome Missegregation as a Modulator of Radiation Sensitivity.	cell cells cancer tumor survival
9	2149	Efficient Local Cloud-Based Solution for Liver Cancer Detection Using Deep Learning	learning network image deep neural
24	2150	Dietary Rice Bran-Modified Human Gut Microbial Consortia Confers Protection against Colon Carcinogenesis Following Fecal Transfaunation	cell cells cancer tumor survival
9	2151	ApproxNet: Content and Contention-Aware Video Object Classification System for Embedded Clients	learning network image deep neural
6	2152	On the implementation of a robust and efficient finite element-based parallel solver for the compressible Navier–Stokes equations	numerical heat boundary order flow
0	2153	Domes over curves	prove theorem vertex algebra graphs
0	2154	Monochromatic square-cycle and square-path partitions	prove theorem vertex algebra graphs
30	2155	Double-blockchain Assisted Secure and Anonymous Data Aggregation for Fog-enabled Smart Grid	security privacy computing attacks communication
24	2156	Oncogenic role of SOX9-DHCR24-cholesterol biosynthesis axis in IGH-BCL2 positive diffuse large B-cell lymphomas.	cell cells cancer tumor survival
6	2157	Discontinuous Galerkin methods through the lens of variational multiscale analysis	numerical heat boundary order flow
-1	2158	New insights to the interactions between amorphous georgite pigment and linseed oil binder that lead to a drastic color change	health care study research used
10	2159	Emergence of spin-active channels at a quantum Hall interface	quantum spin hamiltonian magnetic states
-1	2160	Revisiting the neutral dynamics derived limiting guanine-cytosine content using human de novo point mutation data	health care study research used
24	2161	Reg4 interacts with CD44 to regulate proliferation and stemness of colorectal and pancreatic cancer cells.	cell cells cancer tumor survival
28	2162	Do Extended Oral Postoperative Antibiotics Prevent Early Periprosthetic Joint Infection in Morbidly Obese Patients Undergoing Primary Total Joint Arthroplasty	fracture fractures fixation trauma injuries
0	2163	Parameter estimation for discretely sampled stochastic heat equation driven by space-only noise	prove theorem vertex algebra graphs
1	2164	IMPACT OF FEEDING BIGHEADED CARP FISH MEAL ON MEAT QUALITY AND SENSORY ATTRIBUTES IN ORGANIC BROILER CHICKENS	milk cows beef production semen
-1	2165	A modified pseudo 2D physically-based model for double-gate TFETs: Role of precise calculations of drain and source depletion regions	health care study research used
38	2166	Fostering Active Learning via Critical Pedagogies: Applying Reflective Research	students chapter jats education student
24	2167	INCB84344-201: Ponatinib and steroids in frontline therapy of unfit patients with Ph+ acute lymphoblastic leukemia.	cell cells cancer tumor survival
-1	2168	Generation and Characterization of Immortalized Mouse Cortical Astrocytes From Wildtype and Connexin43 Knockout Mice	health care study research used
-1	2169	What Is the Impact of Nonrandomness on Random Choice Models	health care study research used
-1	2170	Baseline characteristics and outcomes of end-stage renal disease patients after in-hospital sudden cardiac arrest: a national perspective.	health care study research used
33	2171	Influence Maximization with Latency Requirements on Social Networks	privacy trust media influence marketing
9	2172	Direct Reconstruction of Linear Parametric Images from Dynamic PET Using Nonlocal Deep Image Prior.	learning network image deep neural
-1	2173	Certainty of evidence and intervention's benefits and harms are key determinants of guidelines' recommendations.	health care study research used
0	2174	Hilbert–Kunz multiplicity of fibers and Bertini theorems	prove theorem vertex algebra graphs
-1	2175	Explicit physics-informed neural networks for nonlinear closure: The case of transport in tissues	health care study research used
24	2176	Identification of immunogenic MHC class II human HER3 peptides that mediate anti-HER3 CD4+ Th1 responses and potential use as a cancer vaccine.	cell cells cancer tumor survival
6	2177	Heat transfer coefficient, pressure gradient, and flow patterns of R1233zd(E) and R1336mzz(Z) evaporating in a microchannel tube	numerical heat boundary order flow
23	2178	Effect of dexmedetomidine on heart rate in neonates with hypoxic ischemic encephalopathy undergoing therapeutic hypothermia.	pulmonary heart ventricular af ecmo
8	2179	Simulations of Wear-Induced Microstructural Evolution in Nanocrystalline Aluminum	alloys alloy corrosion grain material
30	2180	A Joint Energy and Latency Framework for Transfer Learning Over 5G Industrial Edge Networks	security privacy computing attacks communication
0	2181	Dual pyroptotic biomarkers predict erythroid response in lower risk non-del(5q) myelodysplastic syndromes treated with lenalidomide and recombinant erythropoietin.	prove theorem vertex algebra graphs
31	2182	The impact of public-private partnerships for roadway projects on traffic safety: An exploratory empirical analysis of crash frequencies	transit traffic vehicle travel transportation
-1	2183	Climate Change and Utah Ski Resorts: Impacts, Perceptions, and Adaptation Strategies	health care study research used
11	2184	Investigations of prenol reactions catalyzed by zinc and molybdenum complexes	films charge hydrogen materials electron
8	2185	Tusas: A fully implicit parallel approach for coupled phase-field equations	alloys alloy corrosion grain material
5	2186	Diurnal Variations in Ocean Wind Speeds Measured by CYGNSS and Other Satellites	surface italic satellite ocean observations
11	2187	Betavoltaic cell based on Ni/β-Ga2O3 and 63Ni source	films charge hydrogen materials electron
-1	2188	Wearable Electrical Impedance Tomography Belt With Dry Electrodes.	health care study research used
-1	2189	Research Anthology on Innovative Research Methodologies and Utilization Across Multiple Disciplines - Setting Up and Running a Q-Methodology Study in an Online Survey Research Suite	health care study research used
32	2190	A Health Care System's Approach to Support Nursing Leaders in Mitigating Burnout Amid a COVID-19 World Pandemic.	nurses care burnout staff nurse
-1	2191	A Pharmacokinetic Simulation Analysis of Less Frequent Nivolumab and Pembrolizumab Dosing: Pharmacoeconomic Rationale for Dose De-Escalation.	health care study research used
-1	2192	The Wireless Control Bus: Enabling Efficient Multi-Hop Event-Triggered Control with Concurrent Transmissions	health care study research used
8	2193	Phase equilibria and microstructure investigation of Mg-Gd-Y-Zn alloy system	alloys alloy corrosion grain material
-1	2194	Clinical Utility of Rigid Blue Light Cystoscopy: Results From a Post Procedure User Survey in a Prospective Multicenter Registry	health care study research used
-1	2195	CD38-Mediated Inhibition of Bruton's Tyrosine Kinase in Macrophages Prevents Endotoxemic Lung Injury.	health care study research used
0	2196	An Improved Approximation for Maximum $k$-Dependent Set on Bipartite Graphs	prove theorem vertex algebra graphs
-1	2197	Endoscopic Ultrasound-Guided Liver Biopsy.	health care study research used
26	2198	Risk Factors for Incident Kidney Disease in Older Adults: an Australian Prospective Population-Based Study.	covid 19 sars cov infection
9	2199	MAT: Multianchor Visual Tracking With Selective Search Region.	learning network image deep neural
21	2200	Modeling and Increasing the High-Frequency Impedance of Single-Layer Mn-Zn Ferrite Toroidal Inductors With Electromagnetic Analysis	power energy load voltage proposed
10	2201	FourPhonon: An extension module to ShengBTE for computing four-phonon scattering rates and thermal conductivity	quantum spin hamiltonian magnetic states
38	2202	Language and congnition in bilinguals and multilinguals: An introduction [Book Review]	students chapter jats education student
-1	2203	Addressing Structural Racism in Psychiatry With Steps to Improve Psychophysiologic Research.	health care study research used
19	2204	Studies of 96 children with Juvenile Dermatomyositis: P155/140, is associated with loss of nailfold capillaries, but not generalized lipodystrophy.	anaphylaxis itch allergic topical epinephrine
33	2205	Free Riding in Products with Positive Network Externalities: Empirical Evidence from a Large Mobile Network	privacy trust media influence marketing
23	2206	Is Foot Drop an Underreported Sequela of Extracorporeal Membrane Oxygenation	pulmonary heart ventricular af ecmo
13	2207	Interventions to prevent preterm delivery in twin-twin transfusion with short cervix.	fetal ultrasound placenta pas placental
9	2208	Analysis of Transfer Learning for Select Retinal Disease Classification.	learning network image deep neural
8	2209	A taxonomy of grain boundary migration mechanisms via displacement texture characterization	alloys alloy corrosion grain material
9	2210	A Survey of Single-Scene Video Anomaly Detection.	learning network image deep neural
9	2211	Predicting Local Protein 3D Structures Using Clustering Deep Recurrent Neural Network.	learning network image deep neural
5	2212	Relationship Between Active and Passive Microwave Signals Over Vegetated Surfaces	surface italic satellite ocean observations
-1	2213	Grounded separation: can the sensorimotor be grounded in the symbolic?	health care study research used
-1	2214	A Quality Improvement Initiative to Evaluate the Effectiveness of the ABCDEF Bundle on Sepsis Outcomes.	health care study research used
-1	2215	A Feasibility Study on Tribological Origins of Knee Acoustic Emissions.	health care study research used
-1	2216	A Configurable Successive-Cancellation List Polar Decoder Using Split-Tree Architecture	health care study research used
32	2217	Identifying how GPs spend their time and the obstacles they face: a mixed-methods study.	nurses care burnout staff nurse
9	2218	SPRING: A Sparsity-Aware Reduced-Precision Monolithic 3D CNN Accelerator Architecture for Training and Inference	learning network image deep neural
9	2219	Generative Adversarial Network Approach to Future Sermonizing of Housing Dispersal in Emerging Cities	learning network image deep neural
16	2220	Cross-Sectional Analysis of Spatial Working Memory Development in Children with Histories of Heavy Prenatal Alcohol Exposure	pd ad cognitive alzheimer brain
23	2221	Latin American Consensus on management of residual cardiometabolic risk. A consensus paper prepared by the Latin American Academy for the Study of Lipids and Cardiometabolic Risk (ALALIP) endorsed by the Inter-American Society of Cardiology (IASC), the International Atherosclerosis Society (IAS), and the Pan-American College of Endothelium (PACE).	pulmonary heart ventricular af ecmo
7	2222	Approximation of the Time Rate of Consolidation for Hydraulically Placed Fine Coal Refuse Using a Variable Coefficient of Consolidation Method	concrete asphalt seismic soil masonry
6	2223	The impact of different arrangement of molecular chains in term of low and high shear rate's viscosities on heat and mass flow of Non-Newtonian shear thinning fluids.	numerical heat boundary order flow
24	2224	Feasibility of High-dose Methotrexate Administered on Day 1 of (R)CHOP in aggressive non-Hodgkin Lymphomas.	cell cells cancer tumor survival
-1	2225	An experimental and numerical investigation into the effects of bond line thickness variations on the strength of composite bonded joints	health care study research used
-1	2226	Targeting Neuroimmune Interactions in Diabetic Neuropathy with Nanomedicine.	health care study research used
27	2227	Coronal Malalignment-When and How to Perform a Tibial Tubercle Osteotomy.	knee oa rotation acl hip
-1	2228	COVID-19 disaster preparedness	health care study research used
9	2229	A Review of Adversarial Attack and Defense for Classification Methods	learning network image deep neural
-1	2230	Parenteral nutrition compatibility and stability: A comprehensive review	health care study research used
26	2231	Evaluation of COVID-19 Mortality and Adverse Outcomes in US Patients With or Without Cancer.	covid 19 sars cov infection
-1	2232	The Cell Surface Receptors Ror1/2 Control Cardiac Myofibroblast Differentiation	health care study research used
9	2233	Controlling Costs: Feature Selection on a Budget	learning network image deep neural
-1	2234	Mapping the Mappers: Exploring the Communities of VGI Users Through OpenStreetMap Data	health care study research used
16	2235	Systemic brain derived neurotrophic factor but not intestinal barrier integrity is associated with cognitive decline and incident Alzheimer's disease.	pd ad cognitive alzheimer brain
4	2236	Changing use of birds across the agricultural transition at Pınarbaşı, Turkey	species fish fisheries marine diversity
17	2237	Peer Support for Substance Use Disorders	opioid alcohol use cud oud
-1	2238	Posttreatment Magnetic Resonance Imaging Surveillance of Head and Neck Cancers.	health care study research used
-1	2239	Networks never rest: An investigation of network evolution in three species of animals	health care study research used
24	2240	Pevonedistat targets malignant cells in myeloproliferative neoplasms in vitro and in vivo via NFkB pathway inhibition.	cell cells cancer tumor survival
-1	2241	Template-assisted self-assembly of achiral plasmonic nanoparticles into chiral structures	health care study research used
15	2242	Chronic insomnia in the setting of MTHFR polymorphism.	sleep osa apnea cbt insomnia
-1	2243	Surface Modification of Graphene and its Derivatives for Drug Delivery Systems	health care study research used
4	2244	Co-Variation among Vegetation Structural Layers in Forested Wetlands	species fish fisheries marine diversity
-1	2245	Partnering a Compensatory Application with Activity-Aware Prompting to Improve Use in Individuals with Amnestic Mild Cognitive Impairment: A Randomized Controlled Pilot Clinical Trial.	health care study research used
20	2246	Proteomic Analysis of Human Lung Development.	lung copd asthma fibrosis airway
-1	2247	Advanced boil-off gas studies of liquefied natural gas used for the space and energy industries	health care study research used
-1	2248	Design, synthesis, and properties of a six-membered oligofuran macrocycle	health care study research used
4	2249	An experimental approach for crown to whole-canopy defoliation in forests	species fish fisheries marine diversity
19	2250	Reappraising Elements of the Aseptic Technique in Dermatology: A Review	anaphylaxis itch allergic topical epinephrine
9	2251	Nonclosedness of sets of neural networks in Sobolev spaces.	learning network image deep neural
-1	2252	Concise stereoselective and stereodivergent syntheses of (±)-melicolones A and B	health care study research used
-1	2253	Ultrasound Elastography for Hand Soft Tissue Assessment.	health care study research used
37	2254	Simulation Helps Equip Nursing Students to Care for Patients with Dementia	medical education nursing students simulation
9	2255	Multiscale Context-Aware Ensemble Deep KELM for Efficient Hyperspectral Image Classification	learning network image deep neural
0	2256	Gerstenhaber bracket on Hopf algebra and Hochschild cohomologies	prove theorem vertex algebra graphs
13	2257	Childbirth Computational Models: Characteristics and Applications.	fetal ultrasound placenta pas placental
-1	2258	BEYOND FUNDS RAISED: HOW PUBLIC DISPLAYS OF COMPASSION MANIFEST IN CROWDFUNDING CAMPAIGNS	health care study research used
-1	2259	Conceptualization and Measurement of Supply Chain Resilience in an Open-System Context	health care study research used
-1	2260	Metal-Doped K–Ca Double Salts with Improved Capture Performance and Stability for High-Temperature CO2 Adsorption	health care study research used
8	2261	Corrosion performance of additively manufactured stainless steel parts: A review	alloys alloy corrosion grain material
0	2262	A Natural Explanation for the Minimum Entropy Production Principle	prove theorem vertex algebra graphs
-1	2263	Resolvin T-series Reduce Neutrophil Extracellular Traps.	health care study research used
14	2264	Group and individual level variations between symmetric and asymmetric DLPFC montages for tDCS over large scale brain network nodes.	brain neurofeedback eeg functional tms
-1	2265	Review of the Use of Liquid Chromatography-Tandem Mass Spectrometry in Clinical Laboratories: Part I-Development.	health care study research used
0	2266	COMONOTONIC APPROXIMATIONS FOR THE SUM OF LOG UNIFIED SKEW NORMAL RANDOM VARIABLES: APPLICATION IN FINANCE AND ACTUARIAL SCIENCE	prove theorem vertex algebra graphs
-1	2267	Understanding Hydrophobic Effects: Insights from Water Density Fluctuations	health care study research used
9	2268	Application of Artificial Intelligence in PET Instrumentation.	learning network image deep neural
23	2269	OCT2013, AN ISCHAEMIA-ACTIVATED ANTIARRHYTHMIC PRODRUG, DEVOID OF THE SYSTEMIC SIDE EFFECTS OF LIDOCAINE.	pulmonary heart ventricular af ecmo
-1	2270	Diminished androgen levels are linked to irritable bowel syndrome and cause bowel dysfunction in mice.	health care study research used
24	2271	Coping Strategies in Patients with Acute Myeloid Leukemia.	cell cells cancer tumor survival
-1	2272	Ambient ionisation mass spectrometry for the trace detection of explosives using a portable mass spectrometer	health care study research used
23	2273	Massive perinatal left ventricle infarction treated with tissue plasminogen activator: No ECMO -A case report.	pulmonary heart ventricular af ecmo
15	2274	Comparison of home ambulatory type 2 polysomnography with a portable monitoring device and in-laboratory type 1 polysomnography for the diagnosis of obstructive sleep apnea in children.	sleep osa apnea cbt insomnia
21	2275	Computational and numerical analysis of AC optimal power flow formulations on large-scale power grids	power energy load voltage proposed
9	2276	Representative Task Self-Selection for Flexible Clustered Lifelong Learning.	learning network image deep neural
-1	2277	Association Between Failures in Perceptual Updating and the Severity of Psychosis in Schizophrenia.	health care study research used
9	2278	Incomplete Label Multiple Instance Multiple Label Learning.	learning network image deep neural
24	2279	DIPG harbour alterations targetable by MEK inhibitors, with acquired resistance mechanisms overcome by combinatorial inhibition.	cell cells cancer tumor survival
11	2280	Printing dynamic color palettes and layered textures through modeling-guided stacking of electrochromic polymers	films charge hydrogen materials electron
35	2281	Valuation Uncertainty and Short-Sales Constraints: Evidence from the IPO Aftermarket	financial banks monetary debt stock
28	2282	Anatomic Analysis of a Percutaneous Fixation Technique for the Posterior Malleolus Using Posterior-to-Anterior-Directed Cannulated Screws: A Cadaveric Study and Technique Description.	fracture fractures fixation trauma injuries
20	2283	Association of Clonal Hematopoiesis with Chronic Obstructive Pulmonary Disease.	lung copd asthma fibrosis airway
10	2284	Ultrafast dynamics of gallium vacancy charge states in β − Ga 2 O 3	quantum spin hamiltonian magnetic states
22	2285	Residual immune activation in HIV-Infected individuals expands monocytic-myeloid derived suppressor cells.	hiv art msm adolescent bdnf
38	2286	A Bourdieusian Analysis of the Sociocultural Capital of Chinese International Graduate Students in the United States	students chapter jats education student
3	2287	Differences in Susceptibility to Phomopsis Blight of Seven Eggplant Cultivars with Different Fruit Types	plant plants species isolates cultivars
26	2288	A bacterial extracellular vesicle-based intranasal vaccine against SARS-CoV-2	covid 19 sars cov infection
11	2289	A polymeric bis(di-p-anisylamino)fluorene hole-transport material for stable n-i-p perovskite solar cells	films charge hydrogen materials electron
-1	2290	What Changes After Women Enter Top Management Teams? A Gender-based Model of Strategic Renewal	health care study research used
26	2291	Comparative performance of between-population allocation strategies for SARS-CoV-2 vaccines.	covid 19 sars cov infection
-1	2292	Recreational Physical Activity, Sitting, and Androgen Metabolism among Postmenopausal Women in the Women's Health Initiative Observational Study.	health care study research used
13	2293	Resolution of low-lying placenta and placenta previa is associated with increased risk of postpartum hemorrhage	fetal ultrasound placenta pas placental
-1	2294	Analysis of Respiratory Fluoroquinolones and the Risk of Sudden Cardiac Death Among Patients Receiving Hemodialysis.	health care study research used
-1	2295	Development of a Remote Online Collaborative Medical School Pathology Curriculum with Clinical Correlations, across Several International Sites, through the Covid-19 Pandemic.	health care study research used
8	2296	AC electric field-assisted fabrication of ice-templated alumina materials and remarkable enhancement of compressive strength	alloys alloy corrosion grain material
37	2297	An Air Force Pilot Training Recommendation System Using Advanced Analytical Methods	medical education nursing students simulation
38	2298	Advances in Library and Information Science - Extending Shiyali Ramamrita Ranganathan in the 21st Century: Social Justice Laws of Librarianship	students chapter jats education student
1	2299	Expression of genes associated with nutrient uptake in intestines of chickens with different growth potentials show temporal changes but are not correlated with growth.	milk cows beef production semen
24	2300	Neuropathology of Pediatric Brain Tumors: A Concise Review.	cell cells cancer tumor survival
-1	2301	Numerical Characterization of DNA Sequences for Alignment-free Sequence Comparison - A Review	health care study research used
-1	2302	Materials for implantable surface electrode arrays: current status and future directions.	health care study research used
0	2303	Multiplier U-processes: Sharp bounds and applications	prove theorem vertex algebra graphs
-1	2304	Game of Thrones: Fully Distributed Learning for Multiplayer Bandits	health care study research used
26	2305	Structural basis for continued antibody evasion by the SARS-CoV-2 receptor binding domain.	covid 19 sars cov infection
5	2306	Urban pocket-beach morphodynamics along the wave-dominated southwest coast of Lake Michigan: An analysis of shoreline and sand volumetric changes	surface italic satellite ocean observations
38	2307	Cases on Academic Program Redesign for Greater Racial and Social Justice - Make Space, Take Space: An Exploration of Academic Counter-Spaces for Black Collegiate Women	students chapter jats education student
9	2308	Onboard Real-Time Aerial Tracking With Efficient Siamese Anchor Proposal Network	learning network image deep neural
-1	2309	From Business Intelligence to Data Science: A Decade of Evolution	health care study research used
-1	2310	Evaluating the Impact of Social and Built Environments on Health-Related Quality of Life among Cancer Survivors.	health care study research used
7	2311	Performance of the Mass-Reduction Design of Multistory Buildings Utilizing Sliding Systems	concrete asphalt seismic soil masonry
-1	2312	Validation and Parametric Investigations of an Internal Permanent Magnet Motor Using a Lumped Parameter Thermal Model	health care study research used
-1	2313	In-depth analysis of life values and their corresponding inhibitors and facilitators in chronic low back pain patients: A mixed-method approach.	health care study research used
1	2314	IMPACT OF LIGHT INTENSITY OR CHOICE OF INTENSITY ON BROILER PERFORMANCE AND BEHAVIOR	milk cows beef production semen
20	2315	Treatment of cystic fibrosis airway cells with CFTR modulators reverses aberrant mucus properties via hydration.	lung copd asthma fibrosis airway
24	2316	Older patients (aged ≥60 years) with previously untreated advanced-stage classical Hodgkin lymphoma: a detailed analysis from the phase III ECHELON-1 study.	cell cells cancer tumor survival
1	2317	Characterization of bioactive fatty acids and oxidative stability of microwave vacuum dried fish powder supplemented extruded product	milk cows beef production semen
-1	2318	The Institute for Health care Quality, Safety, and Efficiency: A Comprehensive Approach to Improving Organization-Level Quality Performance.	health care study research used
-1	2319	Infectious Meningitis and Encephalitis.	health care study research used
-1	2320	Critical analysis of the reporting quality of randomized trials within Endodontics using the Preferred Reporting Items for RAndomized Trials in Endodontics (PRIRATE) 2020 quality standard checklist.	health care study research used
32	2321	A conceptual framework for non-military investigators to understand the joint Roles of medical care in the setting of future large scale combat operations.	nurses care burnout staff nurse
0	2322	On the smoothness of lexicographic points on Hilbert schemes	prove theorem vertex algebra graphs
-1	2323	Effects of Data Corruption on Network Identification using Directed Information	health care study research used
26	2324	Protective activity of mRNA vaccines against ancestral and variant SARS-CoV-2 strains	covid 19 sars cov infection
24	2325	PRDX-1 supports the survival and antitumor activity of primary and CAR-modified NK cells under oxidative stress	cell cells cancer tumor survival
-1	2326	Chemical kinetic basis of synergistic blending for research octane number	health care study research used
25	2327	Statistical Learning for Probability-Constrained Stochastic Optimal Control	control optimization optimal problem tracking
9	2328	MultiSDGAN: translation of OCT images to superresolved segmentation labels using multi-discriminators in multi-stages.	learning network image deep neural
-1	2329	Perceptions of Civil Engineering and Construction Students Toward Community and Infrastructure Resilience	health care study research used
-1	2330	Redescription of Brennanacarus annereauxi (Trombidiformes: Trombiculidae) With New Records for Uruguay.	health care study research used
-1	2331	Systematic Review of Therapeutic Alliance Measurement Instruments in Physiotherapy.	health care study research used
3	2332	Evaluation of biogenic markers-based phenotyping for resistance to Aphanomyces root rot in field pea	plant plants species isolates cultivars
24	2333	Response and resistance to CDK12 inhibition in aggressive B-cell lymphomas.	cell cells cancer tumor survival
12	2334	Delayed-onset homonymous hemianopia following stent assisted coil embolization of a large internal carotid artery bifurcation aneurysm; case report and review of the literature	retinal eye eyes vision oct
12	2335	Paraclinoid aneurysms: Outcome analysis and technical remarks of a microsurgical series	retinal eye eyes vision oct
-1	2336	Radiographic periapical healing associated with root-treated teeth accessed through existing crowns: a historical controlled cohort study.	health care study research used
9	2337	Machine Learning Model for Detecting Fentanyl Analogs from Mass Spectra	learning network image deep neural
9	2338	Dynamic Embedding Projection-Gated Convolutional Neural Networks for Text Classification	learning network image deep neural
-1	2339	Interlaminar shear fracture healing of thermoset CFRP composite using multiphase thermoplastic healing agents	health care study research used
10	2340	The role of q-spin singlet pairs of physical spins in the dynamical properties of the spin-1/2 Heisenberg-Ising XXZ chain	quantum spin hamiltonian magnetic states
19	2341	IGAxBSA composite for assessing disease severity and response in patients with atopic dermatitis.	anaphylaxis itch allergic topical epinephrine
-1	2342	Hydrodynamic Study of the Impact of Extreme Flooding Events on Wastewater Treatment Plants Considering Total Water Level	health care study research used
25	2343	Regulating Constraint-Following Bound for Fuzzy Mechanical Systems: Indirect Robust Control and Fuzzy Optimal Design.	control optimization optimal problem tracking
3	2344	Biosynthesis of fungal polyketides by collaborating and trans-acting enzymes	plant plants species isolates cultivars
24	2345	Alloreactive T cells deficient of the short-chain fatty acid receptor GPR109A induce less graft-versus-host disease.	cell cells cancer tumor survival
24	2346	Chk1 inhibition potently blocks STAT3 tyrosine705 phosphorylation, DNA binding activity, and activation of downstream targets in human multiple myeloma cells.	cell cells cancer tumor survival
-1	2347	Computational Object-Wrapping Rope Nets	health care study research used
-1	2348	‘They just came with the medication dispenser’- a qualitative study of elderly service users’ involvement and welfare technology in public home care services	health care study research used
0	2349	Beyond the Erdős Matching Conjecture	prove theorem vertex algebra graphs
24	2350	Practice Patterns and Real-Life Outcomes for Patients with Acute Promyelocytic Leukemia in the United States.	cell cells cancer tumor survival
-1	2351	Handbook of Research on Future of Work and Education - Using a Connectedness Cycle to Create a Paradigm Shift in Work and Education	health care study research used
27	2352	In vivo Compositional Changes in the Articular Cartilage of the Patellofemoral Joint following Anterior Cruciate Ligament Reconstruction.	knee oa rotation acl hip
-1	2353	Capital cost estimation for advanced nuclear power plants	health care study research used
-1	2354	Behavioral Health Challenges in an Acute Care Hospital During the Novel COVID-19 Pandemic.	health care study research used
21	2355	Energy management and storage systems on electric vehicles: A comprehensive review	power energy load voltage proposed
-1	2356	A Parent-Implemented Gross Motor Intervention for Young Children with Disabilities	health care study research used
-1	2357	The Bigger Picture: Combining Econometrics with Analytics Improve Forecasts of Movie Success	health care study research used
0	2358	Logarithmic Voronoi cells	prove theorem vertex algebra graphs
-1	2359	A 3D printed phantom to assess MRI geometric distortion.	health care study research used
-1	2360	Trumped by Trump? Public Support for Mail Voting in Response to the COVID-19 Pandemic	health care study research used
-1	2361	Nanomaterial Biointerfacing via Mitochondrial Membrane Coating for Targeted Detoxification and Molecular Detection	health care study research used
10	2362	Collapse and revival of spatial coherence on free-space propagation	quantum spin hamiltonian magnetic states
-1	2363	Deep Learning in Drug Design: Protein-Ligand Binding Affinity Prediction	health care study research used
24	2364	Bioassay-guided fractionation and isolation of Arctigenin from Saussurea heteromalla for in vitro and in silico cytotoxic activity against HeLa cells	cell cells cancer tumor survival
-1	2365	Knowledge gaps for functional outcomes after multilobar resective and disconnective pediatric epilepsy surgery: Conference Proceedings of the Patient-Centered Stakeholder Meeting 2019.	health care study research used
35	2366	Conservative Accounting, Audit Quality, and Litigation	financial banks monetary debt stock
15	2367	Physical activity, sedentary behavior, and incidence of obstructive sleep apnea in three prospective US cohorts.	sleep osa apnea cbt insomnia
-1	2368	A Round Trip: The Japanese Contribution to the Development of Sevoflurane.	health care study research used
-1	2369	Lightweight Computational Intelligence for IoT Health Monitoring of Off-Road Vehicles: Enhanced Selection Log-Scaled Mutation GA Structured ANN	health care study research used
21	2370	The Impact of Inverter Dead-Time in Single-Phase Wireless Power Transfer Systems	power energy load voltage proposed
-1	2371	Acidic preconditioning reduces lipopolysaccharide-induced acute lung injury by upregulating the expression of angiotensin-converting enzyme 2	health care study research used
5	2372	500-2000-MHz Airborne Brightness Temperature Measurements Over the East Antarctic Plateau	surface italic satellite ocean observations
