Topic	Doc_ID	Title	Tag
-1	2194	WEDGE CLIP	Tag
-1	2195	APPLIANCE DOOR HINGE ASSEMBLY	Tag
15	2196	POLYMER MATERIAL FOR TOYS AND PREPARATION EQUIPMENT THEREOF	Tag
-1	2197	MULTIFUNCTIONAL SOFA	Tag
-1	2198	MICRO-LED STRUCTURE AND MICRO-LED CHIP INCLUDING SAME	Tag
17	2199	METHODS AND COMPOSITIONS FOR TREATING CHRONIC INFLAMMATORY INJURY, METAPLASIA, DYSPLASIA AND CANCERS OF EPITHELIAL TISSUES	Tag
-1	2200	SENSOR DEVICE	Tag
20	2201	PLATEN PRESS WITH A PRESS TOGGLE MECHANISM	Tag
-1	2202	RUNNING BLADE WITH DEPLOYABLE HEEL ATTACHMENT	Tag
7	2203	LIDAR SYSTEMS WITH IMPROVED TUNABLE OPTICAL DELAY LINES	Tag
6	2204	DISPLAY DEVICE AND METHOD FOR REPAIRING DISPLAY DEVICE	Tag
4	2205	PRESENTING REACTIONS FROM FRIENDS	Tag
-1	2206	HYBRID LOW POWER HOMOGENOUS GRAPICS PROCESSING UNITS	Tag
-1	2207	ANTERIOR LOCKING CLIP	Tag
-1	2208	SELF-LIGATING ORTHODONTIC BRACKET	Tag
4	2209	OPTIMISTIC FACET SET SELECTION FOR DYNAMIC FACETED SEARCH	Tag
-1	2210	BOMB BAY SORTER AND TRAY	Tag
4	2211	MANAGEMENT DEVICE, VEHICLE, MANAGEMENT SYSTEM, METHOD, AND STORAGE MEDIUM STORING A PROGRAM	Tag
17	2212	CHIMERIC ANTIGEN RECEPTOR DENDRITIC CELL (CAR-DC) FOR TREATMENT OF CANCER	Tag
-1	2213	Patient Post-Operation Improvement Prediction Using Machine Learning	Tag
-1	2214	COOKING APPLIANCE WITH EXPANDABLE COOKTOP SURFACE	Tag
19	2215	METHODS AND SYSTEMS FOR GENERATING NAVIGATION INFORMATION IN A REGION	Tag
-1	2216	USE OF BUFFER MEMBERS DURING GROWTH OF SINGLE CRYSTAL SILICON INGOTS	Tag
2	2217	METHOD AND APPARATUS WITH POWER MANAGEMENT	Tag
17	2218	METHOD FOR SMALL-RNA BIOMARKER IDENTIFICATION AND FUNCTIONAL EVALUATION OF CIRCULATING EXTRACELLULAR VESICLES COMPRISING EXOSOMES	Tag
4	2219	COMMUNICATION SYSTEM AND CONTROL METHOD	Tag
6	2220	DISPLAY DEVICE	Tag
16	2221	COMPOSITION OF PRIMERS FOR DETECTING HIGH GRADE SQUAMOUS INTRAEPITHELIAL LESION	Tag
11	2222	Motor and Electric Device Comprising Such Motor	Tag
7	2223	Systems For Providing Tunable White Light With High Color Rendering	Tag
4	2224	TECHNIQUES FOR PROGRAMMING SELF-SELECTING MEMORY	Tag
17	2225	ANTI-PHYSALIATOXIN NANOBODY COZO32, AND PREPARATION METHOD AND USE THEREOF	Tag
10	2226	REAL-TIME LOW LATENCY COMPUTER VISION/MACHINE LEARNING COMPUTE ACCELERATOR WITH SMART CONVOLUTIONAL NEURAL NETWORK SCHEDULER	Tag
18	2227	REDUCING PROBABILITY OF GLASS BREAKAGE IN DRUG DELIVERY DEVICES	Tag
7	2228	COMPOSITE WORKING MACHINE	Tag
-1	2229	SWITCH ASSEMBLY FOR VALVE ACTUATOR	Tag
-1	2230	TOUCH DISPLAY DEVICE	Tag
19	2231	CONTROL DEVICE, SUSPENSION SYSTEM, AND SADDLE-TYPE VEHICLE	Tag
-1	2232	RADIOTHERAPY METHODS, SYSTEMS, AND WORKFLOW-ORIENTED GRAPHICAL USER INTERFACES	Tag
4	2233	OPERATION LOGS VISUALIZATION DEVICE, OPERATION LOGS VISUALIZATION METHOD AND OPERATION LOGS VISUALIZATION PROGRAM	Tag
18	2234	METHOD FOR PERFORMING SINGLE-STAGE CRANIOPLASTY RECONSTRUCTION WITH A CLEAR CUSTOM CRANIOFACIAL IMPLANT	Tag
-1	2235	ABRASIVE ARTICLE AND METHOD OF USE	Tag
-1	2236	PLATING APPARATUS FOR PLATING SEMICONDUCTOR WAFER AND PLATING METHOD	Tag
4	2237	CONTEXTUALLY PROMPTING USERS TO SWITCH COMMUNICATION MODES	Tag
-1	2238	SYSTEMS AND METHODS FOR CONCURRENT AIRWAY STABILIZATION AND PULMONARY STRETCH RECEPTOR ACTIVATION	Tag
-1	2239	G.I.A.Get It All LLC	Tag
17	2240	SIALYLATED GLYCOPROTEIN COMPOSITONS AND USES THEREOF	Tag
-1	2241	POWDER CONTAINER WITH A CONTACT PORTION TO CANCEL A RESTRICTION MEMBER FROM RESTRICTING ROTATION OF AN ENGAGEMENT PORTION	Tag
-1	2242	Sample Processing Improvements For Microscopy	Tag
-1	2243	METHOD FOR CREATING PERSONAL REPLICA DEVICE	Tag
6	2244	NON-DESTRUCTIVE TEST FIXTURE FOR SCREENING ELECTRICAL CONTINUITY	Tag
-1	2245	Managing Nighttime Power for Solar-Powered Vehicles	Tag
4	2246	CACHE ALLOCATION METHOD AND DEVICE, STORAGE MEDIUM, AND ELECTRONIC DEVICE	Tag
19	2247	Non-stop transportation system	Tag
0	2248	SEMICONDUCTOR PACKAGES WITH VERTICAL PASSIVE COMPONENTS	Tag
19	2249	METHOD OF DETECTING CURVED LANE THROUGH PATH ESTIMATION USING MONOCULAR VISION CAMERA	Tag
-1	2250	EYE GAZE TRACKING SYSTEM, ASSOCIATED METHODS AND COMPUTER PROGRAMS	Tag
4	2251	INFORMATION PROCESSING APPARATUS, INFORMATION PROCESSING METHOD, AND PROGRAM	Tag
-1	2252	POWER UNIT SUSPENSION STRUCTURE	Tag
0	2253	SEMICONDUCTOR DEVICES AND SEMICONDUCTOR PACKAGES INCLUDING THE SAME	Tag
17	2254	METHODS AND COMPOSITIONS FOR TREATING GASTRIC ULCERS	Tag
15	2255	DENTAL COMPOSITION	Tag
4	2256	User-Based Data Tiering	Tag
0	2257	ENHANCED DOPING USING ALLOY BASED SOURCES	Tag
18	2258	SYSTEMS AND METHODS FOR GENERATING A HOLISTIC PROGRAM FOR MANAGING MUSCULOSKELETAL SYSTEM DISORDERS	Tag
7	2259	BACKLIGHT MODULE AND DISPLAY DEVICE USING THE SAME	Tag
14	2260	HIGH-PRESSURE FLUID DISCHARGE DEVICE	Tag
-1	2261	AIRCRAFT GALLEY	Tag
7	2262	WAVELENGTH CONVERSION MODULE AND PROJECTOR	Tag
-1	2263	Device Which Is Movable In A Direction Of Travel Over The Land Which Can Be Worked By Means Of The Device As Well As Self-Propelled Agricultural Machine	Tag
-1	2264	DOOR PRESENTING DEVICE FOR A MOTOR VEHICLE DOOR ELEMENT	Tag
4	2265	Processor Security Mode Based SoC Infrastructure Power Management	Tag
4	2266	Systems and Methods for User Equipment Cooperation	Tag
19	2267	SYSTEMS AND METHODS FOR PROTECTING VULNERABLE ROAD USERS	Tag
18	2268	SYRINGE FOR DETECTING PRESSURE CHANGE	Tag
18	2269	ELECTROSURGICAL INSTRUMENT WITH SHAFT VOLTAGE MONITOR	Tag
10	2270	DETECTION MODEL TRAINING METHOD AND APPARATUS, AND TERMINAL DEVICE	Tag
4	2271	SYSTEM AND METHOD FOR GENERATING AND USING A CONTEXT BLOCK BASED ON SYSTEM PARAMETERS	Tag
4	2272	VIRTUALIZED TRANSACTION TERMINAL PLATFORM	Tag
0	2273	THIN FILM TRANSISTOR SUBSTRATE AND DISPLAY APPARATUS COMPRISING THE SAME	Tag
7	2274	LIGHT BASED THERAPY DEVICES AND METHODS	Tag
-1	2275	X-RAY IMAGING APPARATUS AND POSITIONAL DEVIATION DETECTION UNIT FOR X-RAY IMAGING APPARATUS	Tag
0	2276	MITIGATING COOLDOWN PEELING STRESS DURING CHIP PACKAGE ASSEMBLY	Tag
9	2277	VIDEO PROCESSING METHOD, SERVER DEVICE, AND COMPUTER PROGRAM	Tag
4	2278	RESOURCE SIGNALING TECHNIQUES FOR MULTIPLE REPETITIONS OF UPLINK TRANSMISSIONS	Tag
4	2279	MEMORY PACKAGES AND METHODS OF FORMING SAME	Tag
-1	2280	MAGNETIC RECORDING MEDIUM, MAGNETIC RECORDING/REPRODUCING DEVICE, AND MAGNETIC RECORDING MEDIUM CARTRIDGE	Tag
10	2281	IMAGE FORMING APPARATUS, AND CONTROL METHOD FOR THE SAME	Tag
4	2282	STORAGE SYSTEM WITH SELECTABLE WRITE PATHS	Tag
15	2283	ETHANOL	Tag
17	2284	ENGINEERED CAS9 WITH BROADENED DNA TARGETING RANGE	Tag
-1	2285	Antenna Assembly and Mobile Terminal	Tag
-1	2286	IMAGE HEATING DEVICE AND IMAGE FORMING APPARATUS	Tag
0	2287	CHEMICAL-RESISTANT PROTECTIVE FILM FORMING COMPOSITION CONTAINING HYDROXYARYL-TERMINATED POLYMER	Tag
0	2288	SEMICONDUCTOR STRUCTURE	Tag
-1	2289	GENERATION OF NOREPINEPHRINE NEURONS FROM HUMAN STEM CELLS	Tag
10	2290	PRESENTATION ATTACK DETECTION	Tag
-1	2291	SIMULATED CONTROL FOR 3- DIMENSIONAL HUMAN POSES IN VIRTUAL REALITY ENVIRONMENTS	Tag
-1	2292	Molded Surface Fastener and Method for Manufacturing Molded Surface Fastener	Tag
18	2293	THROMBORESISTANT COATINGS FOR ANEURYSM TREATMENT DEVICES	Tag
4	2294	TECHNIQUES FOR ENHANCING WORKFLOWS RELATING TO EQUIPMENT MAINTENANCE	Tag
-1	2295	ELECTROACTIVE COMPOUNDS	Tag
4	2296	AUTOMATED TRANSLATION LOOKASIDE BUFFER SET REBALANCING	Tag
-1	2297	Antenna element and an antenna array for wireless communication systems	Tag
4	2298	METHOD FOR TRACKING PRODUCT HISTORY	Tag
14	2299	SAMPLE COLLECTION BY DIRECTED AIR FLOW FOR SCENT DETECTION	Tag
4	2300	DYNAMICALLY SCALABLE APPLICATION FIREWALL DEPLOYMENT FOR CLOUD NATIVE APPLICATIONS	Tag
4	2301	REGENERATIVE WORK-GROUPS	Tag
8	2302	CAMERA MODULE	Tag
-1	2303	MACHINE GUN	Tag
4	2304	Apparatus and Method For Obtaining Emergency Data Related To Emergency Sessions	Tag
14	2305	LAUNCH SYSTEM FOR LIGHTER-THAN-AIR-BALLOONS	Tag
4	2306	AT LEAST ONE MECHANISM TO PERMIT, AT LEAST IN PART, ALLOCATION AND/OR CONFIGURATION, AT LEAST IN PART, OF AT LEAST ONE NETWORK-ASSOCIATED OBJECT	Tag
-1	2307	HAIR DRYER ATTACHMENT	Tag
11	2308	CONTROL DEVICE OF BRUSHLESS DC MOTOR	Tag
4	2309	WIRELESS DATA TRANSMISSION	Tag
-1	2310	TRAINING METHOD, STORAGE MEDIUM, AND TRAINING DEVICE	Tag
4	2311	PHASE TRACKING FOR USER EQUIPMENT PAGING	Tag
20	2312	BICYCLE AND RESPECTIVE TRANSMISSION SYSTEM	Tag
18	2313	MEDICAL DEVICE AND METHOD FOR PRODUCING MEDICAL DEVICE	Tag
-1	2314	ELECTRONIC DEVICE AND METHOD FOR WIRELESS COMMUNICATION	Tag
-1	2315	CUTTING BOARD WITH A NARROW DEEP JUICE GROOVE CENTERED IN A SHALLOW WIDE JUICE GROOVE	Tag
6	2316	DISPLAY PANEL AND DISPLAY DEVICE	Tag
-1	2317	A MICROWAVE TRANSFORMER AND A SYSTEM FOR FABRICATING THE SAME	Tag
20	2318	LIFTING DEVICE AND LIFTING PLATFORM FOR LIFTING AND LOWERING VEHICLES OR LOADS	Tag
-1	2319	CONTAINER FOR RAPID BLOOD DETECTION AND BLOOD LOSS ASSESSMENT	Tag
-1	2320	FUEL CELL STACK ASSEMBLY AND METHOD OF OPERATING THE SAME	Tag
-1	2321	DETERMINATION OF COPY NUMBER VARIATIONS USING BINOMIAL PROBABILITY CALCULATIONS	Tag
-1	2322	Structure for Assisting Opening and Closing of Lower Door	Tag
15	2323	CURABLE COMPOSITIONS COMPRISING UNSATURATED POLYOLEFINS	Tag
-1	2324	FIREARMS SUPPRESSOR ASSEMBLY	Tag
0	2325	MULTILAYER ELECTRONIC COMPONENT	Tag
-1	2326	ELECTRICALLY INSULATED BOOTS PREVENTING UNINTENDED CONTACT WITH LIVE ELECTRICAL CONDUCTORS	Tag
-1	2327	NOVEL MECHANICAL PLATFORM SCALE	Tag
0	2328	MODULE	Tag
8	2329	Camera Optical Lens	Tag
-1	2330	FLEXIBLE PRINTED CIRCUIT BOARD AND IMAGE STABILIZATION MODULE	Tag
9	2331	METHOD AND DEVICE FOR CODING/DECODING IMAGE USING DIFFERENTIAL CODING OF RESIDUAL COEFFICIENT, AND METHOD FOR TRANSMITTING BITSTREAM	Tag
1	2332	CARBONATE SOLVENTS FOR NON-AQUEOUS ELECTROLYTES FOR METAL AND METAL-ION BATTERIES	Tag
10	2333	LUMINANCE DISTRIBUTION DETERMINATION	Tag
17	2334	SOLID FORM OF DIAMINOPYRIMIDINE COMPOUND OR HYDRATE THEREOF, PREPARATION METHOD THEREFOR, AND APPLICATION THEREOF	Tag
4	2335	CONTROL SYSTEM AND PRESENTATION SYSTEM	Tag
15	2336	COPOLYESTERS AND PROCESSES FOR PREPARING COPOLYESTERS SUITABLE FOR USE IN FOOD CONTACT APPLICATIONS	Tag
-1	2337	METHOD AND DEVICE FOR DETECTING ILLEGAL UNMANNED AERIAL VEHICLE USING RADIO WAVE WALL	Tag
6	2338	DISPLAY DEVICE FOR PERFORMING COMPENSATION	Tag
-1	2339	SHEET-PROCESSING MACHINE COMPRISING A TURNING DEVICE, METHOD FOR CONVEYING SHEETS, AND USE OF SHEET GUIDE ELEMENTS CONTAINING DEIONIZATION DEVICES	Tag
4	2340	VALIDATING SECURE ASSEMBLY AND DELIVERY OF INFORMATION HANDLING SYSTEMS	Tag
-1	2341	ESTIMATION RELIABILITY OF HAZARD WARNING FROM A SENSOR	Tag
-1	2342	WIRELESS DEVICES WITH FLEXIBLE MONITORS AND KEYBOARDS	Tag
-1	2343	MICRO-LED STRUCTURE AND MICRO-LED CHIP INCLUDING SAME	Tag
16	2344	SINGLE-CHANNEL SEQUENCING METHOD BASED ON SELF-LUMINESCENCE	Tag
4	2345	DATA COMPRESSION SUPPORT FOR ACCELERATED PROCESSOR	Tag
-1	2346	REACTION PROCESSING APPARATUS	Tag
17	2347	METHODS OF TREATING PSYCHIATRIC DISORDERS IN OBESE PATIENTS WITH BREXPIPRAZOLE	Tag
1	2348	BATTERY MODULE, BATTERY RACK COMPRISING SAME, AND POWER STORAGE DEVICE	Tag
17	2349	CELL PENETRATING PEPTIDE (CPP)-MEDIATED EV LOADING	Tag
17	2350	CROSS-SPECIES ANTI-LATENT TGF-BETA 1 ANTIBODIES AND METHODS OF USE	Tag
10	2351	CLUTCH MECHANISM FOR A DEVELOPMENT SYSTEM	Tag
4	2352	NARROWBAND DEMODULATION REFERENCE SIGNAL BUNDLING FOR PHYSICAL DOWNLINK CONTROL CHANNELS	Tag
-1	2353	Vibration Rectification Error Correction Device, Sensor Module, And Vibration Rectification Error Correction Method	Tag
-1	2354	Methods and Systems for Generating and Managing Active Objects in Video Games	Tag
-1	2355	SHOVEL, DISPLAY DEVICE FOR SHOVEL, AND CONTROL DEVICE FOR SHOVEL	Tag
-1	2356	Always On Display Control Method and Terminal Device	Tag
15	2357	Curcumin Solubilisate	Tag
-1	2358	Method for preparing biomechanical unbleached pulp from wheat straw and full utilization of by-products thereof	Tag
4	2359	SYSTEMS AND METHODS FOR INTERFACING WITH A WEBSITE TO MODIFY CONTENT	Tag
4	2360	SYSTEM AND METHOD FOR PROVIDING NETWORK SUPPORT SERVICES AND PREMISES GATEWAY SUPPORT INFRASTRUCTURE	Tag
6	2361	DISPLAY APPARATUS	Tag
4	2362	SEARCH SPACE DESIGN FOR NR-U WB OPERATIONS	Tag
15	2363	WATER- AND OIL-PROOFING COMPOSITION AND METHOD FOR ITS PRODUCTION	Tag
12	2364	METHOD OF PRODUCING SURFACE-TREATED STEEL SHEET AND SURFACE-TREATED STEEL SHEET	Tag
7	2365	OPTICAL TRANSCEIVERS WITH MULTI-LASER MODULES	Tag
-1	2366	Fishing Net with Magnetic Clasp System	Tag
19	2367	CONTROL DEVICE FOR HUMAN-POWERED VEHICLE AND CONTROL SYSTEM FOR HUMAN-POWERED VEHICLE	Tag
1	2368	BATTERY MODULE	Tag
4	2369	METHOD FOR MANAGING NETWORK LIVE STREAMING DATA AND RELATED APPARATUS, AND DEVICE AND STORAGE MEDIUM	Tag
4	2370	STORAGE DEVICE AND CONTROL METHOD	Tag
17	2371	SMALL MOLECULE MODULATORS OF GUT BACTERIAL BILE ACID METABOLISM	Tag
15	2372	Modified Conjugated Diene-Based Polymer, Method for Preparing the Same and Rubber Composition Including the Same	Tag
15	2373	DISPERSIVE ELEMENT	Tag
-1	2374	IN-VEHICLE DECONTAMINATION	Tag
4	2375	PROCESSING QUERIES ON SEMI-STRUCTURED DATA COLUMNS	Tag
-1	2376	PROCESS FOR SYNTHESISING METHANOL	Tag
-1	2377	HEADGEAR SHROUD ASSEMBLY	Tag
7	2378	DISPLAY APPARATUS, METHOD OF MANUFACTURING DISPLAY APPARATUS AND BACKLIGHT UNIT	Tag
-1	2379	REUSABLE COMPOSITE FILTER MATERIAL AND METHODS FOR MAKING AND USING THE SAME FOR REMOVING AND DESTROYING MOLECULAR CONTAMINANTS FROM WATER	Tag
-1	2380	POSITIONING METHOD AND SYSTEM COMBINING MARK POINT POSITIONING AND INTELLIGENT REVERSE POSITIONING	Tag
-1	2381	MEDICAL DEVICES, USES AND ADDITIVE MANUFACTURE THEREOF	Tag
-1	2382	Corrosion Prediction For Integrity Assessment Of Metal Tubular Structures	Tag
4	2383	PACKET TRANSMISSION METHOD, DEVICE, AND SYSTEM	Tag
-1	2384	MULTI-JUNCTION LIGHT-EMITTING DIODE AND METHOD FOR MAKING THE SAME	Tag
-1	2385	3D PRINTING OF POLYMERIC BIOCERAMICS FOR THE TREATMENT OF BONE DEFECTS	Tag
17	2386	ANTI-CD20 COMBINATIONS FOR TREATING TUMORS	Tag
-1	2387	POOL CLEANING ROBOT WITH VISUAL DISPLAY	Tag
4	2388	PIM Cancellation Method and Apparatus	Tag
-1	2389	STAGED COMBUSTION LIQUID ROCKET ENGINE CYCLE WITH THE TURBOPUMP UNIT AND PREBURNER INTEGRATED INTO THE STRUCTURE OF THE COMBUSTION CHAMBER	Tag
-1	2390	DETERMINING PLASTIC OR CELLULOSE LEVELS IN COMPOSITES	Tag
-1	2391	SELECTIVE GENERATION OF MISS REQUESTS FOR CACHE LINES	Tag
-1	2392	Growing Container For Free-Rooted Plants And System And Method Using Same	Tag
4	2393	CYBERSECURITY SYSTEM FOR OUTBOUND ROAMING IN A WIRELESS TELECOMMUNICATIONS NETWORK	Tag
4	2394	METHOD WHEREBY TERMINAL CARRIES OUT RANDOM ACCESS CHANNEL PROCEDURE IN WIRELESS COMMUNICATION SYSTEM, AND DEVICE THEREFOR	Tag
17	2395	Enhancement of Melanocyte Migration Using ROCK Inhibitors	Tag
17	2396	METHODS OF PRODUCING AGGREGATE-FREE MONOMERIC DIPHTHERIA TOXIN FUSION PROTEINS AND THERAPEUTIC USES	Tag
10	2397	ELECTROPHOTOGRAPHIC ELECTRO-CONDUCTIVE MEMBER, ELECTROPHOTOGRAPHIC IMAGE FORMING APPARATUS, AND PROCESS CARTRIDGE	Tag
-1	2398	Motor-Driven medical Suction Pump and Method for Connecting Such a Suction Pump to a Power Source	Tag
-1	2399	REAL-TIME VIDEO PRODUCTION COLLABORATION PLATFORM	Tag
11	2400	Motor Including Tension Member	Tag
-1	2401	TOUCH DISPLAY PANEL	Tag
4	2402	DEVICES AND METHODS FOR OPTIMIZED FETCHING OF MULTILINGUAL CONTENT IN MEDIA STREAMING	Tag
6	2403	METHOD AND APPARATUS FOR SUBSTRATE HANDLING AND PRINTING	Tag
0	2404	STRUCTURE AND METHOD RELATED TO A POWER MODULE USING A HYBRID SPACER	Tag
0	2405	Semiconductor Packaging Method, Semiconductor Assembly and Electronic Device Comprising Semiconductor Assembly	Tag
-1	2406	ELECTRONIC DEVICE	Tag
10	2407	APPARATUS AND METHOD FOR SENSING IMAGE BASED ON EVENT	Tag
15	2408	COMPOSITE LAMINATE AND METHOD FOR PRODUCING SAME	Tag
17	2409	BIODEGRADABLE POLYESTERAMIDE USED FOR THE TREATMENT OF ARTHRITIC DISORDERS	Tag
11	2410	STATOR COIL AND STATOR COMPRISING SAID STATOR COIL, ROTATING ELECTRICAL MACHINE, AND MANUFACTURING METHOD FOR STATOR COIL	Tag
-1	2411	BIOLOGICAL-DATA PROCESSING APPARATUS, BIOLOGICAL-DATA MEASUREMENT SYSTEM, AND RECORDING MEDIUM	Tag
17	2412	4D PRINTING SMART CULTURE SUBSTRATE FOR CELL GROWTH	Tag
-1	2413	ADAPTOR	Tag
4	2414	NAVIGATIONAL DYNAMIC LIGHTING	Tag
17	2415	INTERMEDIATE OF ERIBULIN AND SYNTHESIS METHOD AND USE THEREOF	Tag
1	2416	NONFLAMMABLE ELECTROLYTES	Tag
10	2417	ESTIMATION MODEL CREATION DEVICE, ESTIMATION MODEL CREATION METHOD, AND STORAGE MEDIUM	Tag
-1	2418	WIRE BONDING APPARATUS, METHOD FOR MANUFACTURE OF SEMICONDUCTOR DEVICE, AND SEMICONDUCTOR DEVICE	Tag
-1	2419	SMOKING SUBSTITUTE APPARATUS	Tag
4	2420	UPLINK RESOURCE ALLOCATION IN FIXED WIRELESS ACCESS SYSTEMS USING WIFI CONTROLLER	Tag
4	2421	SHARED MEMORY FOR INTELLIGENT NETWORK INTERFACE CARDS	Tag
8	2422	METHOD AND DEVICE FOR CORRECTING LATERAL CHROMATIC ABERRATION, STORAGE MEDIUM, AND COMPUTER EQUIPMENT	Tag
-1	2423	Manifold With Biological Actives For Negative-Pressure Therapy	Tag
17	2424	Modified or Targeted Release Formulations of Linaclotide	Tag
-1	2425	CALIBRATION DEVICE, SUSPENSION SYSTEM, SADDLE-TYPE VEHICLE, AND CALIBRATION METHOD	Tag
-1	2426	APPARATUS AND CONTINUOUS FLOW PROCESS FOR PRODUCTION OF BORONIC ACID DERIVATIVE	Tag
9	2427	METHOD FOR CREATING HYPERSPECTRAL HIGH SPEED CAMERA IMAGE USING GENERATIVE ADVERSARIAL NETWORK ALGORITHM	Tag
-1	2428	EARPHONE CHARGING CASE WITH ADAPTER FUNCTION	Tag
4	2429	Secure Authentication for Distribution of Aircraft Flight Data	Tag
-1	2430	BIOARTIFICIAL PANCREAS	Tag
4	2431	Generating Context-Aware Rendering of Media Contents for Assistant Systems	Tag
-1	2432	HYBRID-TYPE ARTIFICIAL LIMB DEVICE AND CONTROL METHOD THEREFOR	Tag
4	2433	Consolidating Multiple Databases into a Single or a Smaller Number of Databases	Tag
19	2434	METHOD, APPARATUS, AND COMPUTER PROGRAM PRODUCT FOR DETERMINING BENEFIT OF RESTRICTED TRAVEL LANE	Tag
-1	2435	POWERTRAIN CONTROL SYSTEM WITH STATE OF HEALTH INFORMATION	Tag
17	2436	BCMA-TARGETING ENGINEERED IMMUNE CELL AND USE THEREOF	Tag
-1	2437	COMPRESSION IN A GAS TURBINE ENGINE	Tag
-1	2438	METHOD, SYSTEM, AND NON-TRANSITORY COMPUTER-READABLE RECORDING MEDIUM FOR GENERATING A MAP FOR A ROBOT	Tag
0	2439	GROUP III NITRIDE DEVICE HAVING AN OHMIC CONTACT	Tag
4	2440	Selective SSB Reception for User Equipment (UE) Receiver Tuning	Tag
4	2441	SECURE SESSION RESUME	Tag
4	2442	INQUIRY RECOMMENDATION FOR MEDICAL DIAGNOSIS	Tag
4	2443	LEADER ELECTION IN A DISTRIBUTED SYSTEM	Tag
17	2444	New Kaurane analogues, their preparation and therapeutically uses	Tag
17	2445	RESPIRATORY VIRUS NUCLEIC ACID VACCINES	Tag
-1	2446	PREFORM FOR MULTILAYER CONTAINER COMPRISING A POLYETHYLENE FURANOATE LAYER	Tag
6	2447	DISPLAY PANEL AND MANUFACTURING METHOD THEREOF	Tag
-1	2448	GAME PROGRAM, METHOD, AND INFORMATION PROCESSING DEVICE	Tag
15	2449	LOW-BURST POLYMERS AND METHODS TO PRODUCE POLYMER	Tag
17	2450	METHODS AND SYSTEMS FOR HIGH-THROUGHPUT CELL PROCESSING	Tag
9	2451	MODE-DEPENDENT JOINT COMPONENT TRANSFORM	Tag
4	2452	APPARATUSES, METHODS, AND COMPUTER PROGRAM PRODUCTS FOR PROGRAMMATICALLY PARSING, CLASSIFYING, AND LABELING DATA OBJECTS	Tag
-1	2453	AUTONOMOUS PATH PLANNING AND PATH EXECUTION FOR DECONTAMINATION OF NUCLEAR POWER PLANT OBJECTS	Tag
-1	2454	BEVERAGE PREPARATION DEVICE WITH THERMALLY OPTIMISED ARCHITECTURE	Tag
19	2455	Permeable Speed Constraints	Tag
13	2456	REFRIGERATOR	Tag
4	2457	ZNS STANDARD BASED STORAGE DEVICE PROVIDING DATA COMPRESSION AND METHOD THEREOF	Tag
15	2458	ALDEHYDE CONTENT REDUCTION PROCESS AND RECYCLED POLYOLEFIN WITH LOW ALDEHYDE CONTENT	Tag
-1	2459	METHOD FOR PRODUCT GUIDANCE IN A STRETCH BLOW MOLDING AND/OR FILLING SYSTEM, AND STRETCH BLOW MOLDING AND/OR FILLING SYSTEM FOR BOTTLES	Tag
-1	2460	MODULAR CONTINUOUS FLOW BIOREACTOR	Tag
-1	2461	ANTI-SLIP DRIVING TOOL ADAPTED TO BE USED AT AN ANGLE OFF-AXIS TO OBJECT TO BE DRIVEN	Tag
1	2462	SOLID ELECTROLYTE MATERIAL AND BATTERY USING SAME	Tag
-1	2463	METHOD OF LBT TYPE DETERMINATION, USER EQUIPMENT, AND COMPUTER READABLE MEDIUM	Tag
9	2464	ANALOG MODULATED VIDEO TRANSMISSION WITH VARIABLE SYMBOL RATE	Tag
-1	2465	METHODS, DEVICES AND SYSTEMS FOR DETERMINING EYE PARAMETERS	Tag
-1	2466	CONDUCTIVE TRANSFER	Tag
7	2467	MOSCAP RING RESONATOR OPTICAL MODULATOR	Tag
10	2468	IMAGE ANALYSIS METHOD, IMAGE ANALYSIS APPARATUS, AND IMAGE ANALYSIS SYSTEM	Tag
0	2469	Semi-SGT MOSFET Device and Method for Making the Same	Tag
-1	2470	METHOD AND APPARATUS FOR PERFORMING A QUANTUM COMPUTATION	Tag
4	2471	PRESERVING MEMORY ORDERING BETWEEN OFFLOADED INSTRUCTIONS AND NON-OFFLOADED INSTRUCTIONS	Tag
17	2472	BIOSYNTHETIC PRODUCTION OF STEVIOL GLYCOSIDE REBAUDIOSIDE I VIA VARIANT ENZYMES	Tag
6	2473	DISPLAY DEVICE INCLUDING MULTIPLEXER	Tag
13	2474	RECORDING MATERIAL COOLING DEVICE	Tag
-1	2475	METHOD FOR MICROSCOPIC EXAMINATION OF PHYTOPLANKTON	Tag
4	2476	INFORMATION PROCESSING APPARATUS, TRANSPORT EQUIPMENT, INFORMATION PROCESSING METHOD, AND COMPUTER-READABLE STORAGE MEDIUM	Tag
17	2477	AGENT FOR PROMOTING COLLAGEN PRODUCTION, MEDICAMENT, COSMETIC, AND METHOD FOR MANUFACTURING AGENT FOR PROMOTING COLLAGEN PRODUCTION	Tag
4	2478	METHOD AND APPARATUS FOR MAINTAINING A RESILIENT VPN CONNECTION	Tag
-1	2479	HOLISTIC TRAINING DEVICE	Tag
0	2480	Chip Package and Method of Forming Chip Packages	Tag
10	2481	SYSTEM AND METHOD FOR TWO DIMENSIONAL ACOUSTIC IMAGE COMPOUNDING VIA DEEP LEARNING	Tag
20	2482	Gloved Wash Mitt Apparatus	Tag
-1	2483	FILM CUTTING APPARATUS	Tag
-1	2484	SAFE AND HYGIENIC SOLE	Tag
